href,text,title,codice_comune_istat
https://form.agid.gov.it/view/621e4d30-9157-11ef-a568-2d351f1b085e,Dichiarazione di accessibilità,,082022
javascript:void(0);,"Open toolbar
					
						Tool di Accessibilità",Tool di Accessibilità,082023
http://www.onlinepa.info/index.php?page=moduli&mod=6&ente=93,"Amministrazione Trasparente        
        
            La trasparenza è accessibilità totale ai dati e ai documenti in possesso della pubblica amministrazione.",,082023
https://form.agid.gov.it/view/0253e390-fff4-11ef-ad06-a73430267282,Dichiarazione di accessibilità,,082023
https://www.comune.castellana-sicula.pa.it/feedback-accessibilita/,Feedback accessibilità,,082024
https://form.agid.gov.it/view/986f7cb0-8f9f-11ef-8d42-b1fd761f2607,Dichiarazione di accessibilità,,082024
https://form.agid.gov.it/view/f11966e0-fe4f-11ef-8351-390bea0109d9,Dichiarazione di accessibilità,,082025
https://www.comune.cefaladiana.pa.it/feedback-accessibilita/,Feedback accessibilità,,082026
https://form.agid.gov.it/view/a4f8f8e0-fe21-11ee-8384-6d0159624dcb,Dichiarazione di accessibilità,,082026
https://www.comune.cefalu.pa.it/accessibilita/,Accessibilità,,082027
https://servizi.comune.cerda.pa.it/cerda/zf/index.php/trasparenza/index/index,"Amministrazione Trasparente        
        
            L'Amministrazione Trasparente del comune è una sezione online che pubblica documenti, informazioni e dati per garantire trasparenza, legalità e accessibilità sulle attività e decisioni dell'ente pubblico.",,082028
javascript:void(0);,"Open toolbar
					
						Tool di Accessibilità",Tool di Accessibilità,082028
https://form.agid.gov.it/view/a292c460-ed0d-11ef-b34e-e3750d8d0386,Dichiarazione di accessibilità,,082028
https://www.comune.chiusasclafani.pa.it/feedback-accessibilita/,Feedback accessibilità,,082029
https://form.agid.gov.it/view/d89ec3f0-8f94-11ef-9c88-47d2eae30423,Dichiarazione di accessibilità,,082029
https://form.agid.gov.it/view/ef54f820-95e4-11ef-9f2c-4bdf25a67b6e,Dichiarazione di accessibilità,,082030
https://form.agid.gov.it/view/069380f0-743a-11ef-a17d-abeb94660df3,Dichiarazione di accessibilità,,082031
https://www.comune.collesano.pa.it/index.php/dichiarazione-di-accessibilita,Dichiarazione di accessibilità,,082032
https://servizionline.comune.contessaentellina.pa.it/urbi/progs/urp/ur1UR033.sto?DB_NAME=wt00033459,"Amministrazione Trasparente        
        
            La trasparenza è accessibilità totale ai dati e ai documenti in possesso della pubblica amministrazione.",,082033
https://form.agid.gov.it/view/926f0270-ffef-11ef-ae23-13aff90f5faa,Dichiarazione di accessibilità,,082033
javascript:void(0);,"Open toolbar
					
						Tool di Accessibilità",Tool di Accessibilità,082034
https://form.agid.gov.it/view/96ada978-9e10-4b7b-9b1a-50b33377e161,Dichiarazione di accessibilità,Dichiarazione di accessibilità,082034
https://ficarazzi.comuneweb.it/Content/landingContent/?AmministrazioneTrasparente,"Amministrazione Trasparente        
        
            La trasparenza è accessibilità totale ai dati e ai documenti in possesso della pubblica amministrazione.",,082035
https://form.agid.gov.it/view/488709f0-758e-11ef-b119-a3d06089ebc2,Dichiarazione di accessibilità,,082035
https://form.agid.gov.it/view/ae883940-0a2b-11f0-be1f-191f9cbc2ffd,Obiettivi di accessibilità,,082035
https://form.agid.gov.it/view/2f00fe90-772e-11ef-83b7-4dc317ed7074,Dichiarazione di accessibilità,,082036
https://form.agid.gov.it/view/9a4a9f00-edb1-11ee-a160-ff8cad37382c,Obiettivi di accessibilità,,082036
https://form.agid.gov.it/view/e129fec0-a10c-11ef-ade2-134e8f95540d,Dichiarazione di accessibilità,Dichiarazione di accessibilità,082037
https://form.agid.gov.it/view/83b2aa40-652e-11ef-88bd-55ad0344b79e,Dichiarazione di accessibilità,Dichiarazione di accessibilità,082038
https://servizionline.comune.godrano.pa.it/urbi/progs/urp/ur1UR033.sto?DB_NAME=wt00037019,"Amministrazione Trasparente L'Amministrazione Trasparente del Comune è la sezione online dove vengono pubblicati documenti e dati per garantire accessibilità, trasparenza e prevenzione della corruzione.",,082040
javascript:void(0);,Open toolbar Tool di Accessibilità,Tool di Accessibilità,082040
https://form.agid.gov.it/view/0982bd00-ff34-11ef-bdd0-2f112b8467d5,Dichiarazione di accessibilità,,082040
https://form.agid.gov.it/view/bd7ff948-63bc-48d5-951e-e6cadd566b98,Dichiarazione di Accessibilità,,082041
https://form.agid.gov.it/view/6770faf0-9047-11ef-9af9-dd8a7eb7afba,Dichiarazione di accessibilità,,082042
https://form.agid.gov.it/view/cae77140-48e9-11ef-aef5-395c14f01351,Dichiarazione di accessibilità,,082043
https://form.agid.gov.it/view/16246a50-deef-11ef-a31f-6b1b7ab74240,Dichiarazione di accessibilità,,082044
https://form.agid.gov.it/view/7d167b40-dd33-11ee-b622-c79e769b5aaa,Dichiarazione di accessibilità,,082045
https://www.comune.marineo.pa.it/feedback-accessibilita/,Feedback accessibilità,,082046
https://form.agid.gov.it/view/996b0010-7bdd-11ef-9120-cd05ddade555,Dichiarazione di accessibilità,,082046
javascript:void(0);,"Open toolbar
					
						Tool di Accessibilità",Tool di Accessibilità,082047
https://form.agid.gov.it/view/e87447f0-3135-400f-8ecb-20a4fa96b4f2,Dichiarazione di accessibilità,Contatti,082047
https://form.agid.gov.it/view/7c7ebf90-74c7-11ef-961a-2db6ceb6a33c,Dichiarazione di accessibilità,,082049
https://form.agid.gov.it/view/7abfd7f0-da3c-11ee-afe9-fb14b59cad64,Dichiarazione di accessibilità,,082050
https://form.agid.gov.it/view/c6781380-7a5d-11ef-b7fe-611b2a214afc,Dichiarazione di accessibilità,,082051
https://form.agid.gov.it/view/a57ee030-69d9-11ef-9964-6d6e80f048a6,Dichiarazione di accessibilità,Dichiarazione di accessibilità,082052
https://form.agid.gov.it/view/0288c630-1c43-11f0-8896-f14683c4c82c,Dichiarazione di accessibilità,,082053
https://form.agid.gov.it/view/a6a04a90-7662-11ef-a746-0f350941ada5,Dichiarazione di accessibilità,,082054
https://form.agid.gov.it/view/5ab9e770-b5f2-11ee-a6e1-ff81c1371219,Dichiarazione di accessibilità,,082055
https://form.agid.gov.it/view/003d6730-b949-11ef-90ac-994202af2b03,Dichiarazione di accessibilità,,082056
https://form.agid.gov.it/view/b1f34070-71ab-11ef-92e4-8f1a1d039fea,Dichiarazione di accessibilità,,082057
https://form.agid.gov.it/view/e70a0340-b704-11ef-ba2b-17331f14993e,Dichiarazione di accessibilità,,082058
https://form.agid.gov.it/view/711bc230-765f-11ef-8e89-f5f960e50900,Dichiarazione di Accessibilità,,082059
https://form.agid.gov.it/view/c18ce4e0-396b-4471-9fee-72fbc66bb12a,Dichiarazione di accessibilità,,082060
https://form.agid.gov.it/view/f3cf4910-138d-11f0-b566-c5caeb37107f,Dichiarazione di accessibilità,,082061
https://form.agid.gov.it/view/0902e5f0-fff5-11ef-9f46-67f5b3fb1fe5,Dichiarazione di accessibilità,,082062
https://form.agid.gov.it/view/7b5e41d0-6518-11ef-9408-41c983b297e8,Dichiarazione di accessibilità,,082063
https://form.agid.gov.it/view/33a46d20-74f8-11ef-875a-ab8bc89a136b,Dichiarazione di accessibilità,,082064
https://form.agid.gov.it/view/52fb6f60-a19a-11ef-bc52-c1bd81b9f54e,Dichiarazione di accessibilità,,082065
https://form.agid.gov.it/view/1809ebe0-0a20-11f0-87a5-d970fd347a10,Obiettivi di accessibilità,,082065
https://form.agid.gov.it/view/c79c5a70-7416-11ef-ba17-f1d2ac71e63a,Dichiarazione di accessibilità,,082066
https://form.agid.gov.it/view/aeee6560-7f13-11ef-838e-f30759258831,ACCESSIBILITA’,,082067
https://comune.sclafanibagni.pa.it/feedback-accessibilita/,Feedback accessibilità,,082069
https://form.agid.gov.it/view/e8011ea0-7bd6-11ef-9ad9-0f017a721874,Dichiarazione di accessibilità,,082069
https://form.agid.gov.it/view/176b6750-3d1f-11ef-b250-99eb34dcd8b5,Dichiarazione di accessibilità,Dichiarazione di accessibilità,082070
https://form.agid.gov.it/view/eb3c4470-0004-11f0-86e5-3bb19f23eed9,Obiettivi di accessibilità,Obiettivi di accessibilità 2025,082070
https://form.agid.gov.it/view/3653b2a9-2506-48c2-9628-0e7a31348f9a/,Dichiarazione di accessibilità,,082071
https://form.agid.gov.it/view/9522ffe5-8d6c-41ea-b2f6-5541c26620f3,Dichiarazione di accessibilità,,082072
https://form.agid.gov.it/view/23904160-6063-11ef-814d-6373bff3a9ce,Dichiarazione di accessibilità,,082073
https://www.comune.trappeto.pa.it/,Dichiarazione di accessibilità,,082074
https://form.agid.gov.it/view/364e4d50-d896-11ef-83e3-91f6734cc9f3,Dichiarazione di accessibilità,,082075
https://form.agid.gov.it/view/d74a2800-d251-11ef-af8b-f71a657b1b21,Obiettivi di accessibilità,,082075
https://form.agid.gov.it/view/493f0ef0-5316-11ef-90f6-f35536656bc3,Dichiarazione di accessibilità,,082076
https://www.comune.ventimigliadisicilia.pa.it/feedback-accessibilita/,Feedback accessibilità,,082077
https://form.agid.gov.it/view/c0afb5c0-8f93-11ef-8c6f-0bee3f692f1c,Dichiarazione di accessibilità,,082077
https://form.agid.gov.it/view/7af7fd20-e6ac-11ee-9a12-f9a531dfd77a,Dichiarazione di accessibilità,,082078
https://form.agid.gov.it/view/ff4666a0-0e03-11f0-b7f2-4b784417b097,Obiettivi di accessibilità 2025,,082078
https://form.agid.gov.it/view/9be0b7b0-230c-11ef-8755-917a94b3b3dc,Dichiarazione di accessibilità,,082079
https://form.agid.gov.it/view/081b7960-230d-11ef-971b-09786a3571e1,Obiettivi di accessibilità,,082079
https://trasparenza.comune.villafrati.pa.it/index.php?page=moduli&mod=6&ente=68&node=285,Obbiettivi di accessibilità,,082080
https://form.agid.gov.it/view/03465bc0-7b1f-11ef-84ea-314fcfd93da9,Dichiarazione di accessibilità,,082080
https://form.agid.gov.it/view/69016ad0-78e1-11ef-b48a-b1ad2f02aa25,Dichiarazione di accessibilità,Dichiarazione di accessibilità,082082
https://form.agid.gov.it/view/a080c4f0-d716-11ee-b7be-a5b5f14ef0da,Dichiarazione di accessibilità,Dichiarazione di accessibilità,083001
https://form.agid.gov.it/view/afe09350-2edf-11ef-b057-adf300d70cfc,Dichiarazione di accessibilità,,083002
https://form.agid.gov.it/view/8e56efe0-e78a-11ef-8351-419b0926e2a3,Dichiarazione di accessibilità,Link alla pagina della Dichiarazione di accessibilità,083003
https://form.agid.gov.it/view/37de7a30-11d8-11ef-ab94-93feae7de7ef,Dichiarazione di accessibilità,,083004
https://form.agid.gov.it/view/6c3a8d80-0883-11f0-935f-d3d54aa502c9,Obiettivi di accessibilità,,083004
https://form.agid.gov.it/view/5412b660-74e5-11ef-96d6-8b740c7151cc,Dichiarazione di accessibilità,,083005
https://form.agid.gov.it/view/77d553c0-9c2f-11ef-924a-9b83d652002a,Dichiarazione di accessibilità,Dichiarazione di accessibilità,083006
https://form.agid.gov.it/view/dd394470-9607-11ef-8f07-8d7209220d43,Accessibilità,Accessibilità,083006
https://form.agid.gov.it/view/f6780a90-758f-11ef-a3a6-b1819a9a419d,Dichiarazione di accessibilità,,083007
https://form.agid.gov.it/view/c90567c0-b7ab-11ef-8145-99539b43e60b,Dichiarazione di accessibilità,,083008
https://form.agid.gov.it/view/476a8db0-7a81-11ef-92ba-31f8e04205dd,Dichiarazione di accessibilità,Vai alla pagina:,083009
javascript:void(0);,"Apri barra degli strumenti
					
						Strumenti accessibilità",Strumenti accessibilità,083010
https://form.agid.gov.it/view/ed57a610-edb2-11ee-843a-4f0bef77da93,Dichiarazione di accessibilità,,083010
https://form.agid.gov.it/view/91a2c120-b5fd-11ee-ba3f-4d5107a2169d,Dichiarazione di accessibilità,,083011
https://form.agid.gov.it/view/a6c058e0-320a-11ef-a57f-9b6f9e0bb224,Dichiarazione di accessibilità,,083012
https://form.agid.gov.it/view/f068a070-79a8-11ef-b88a-8f0d4b2e4544,Dichiarazione di accessibilità,Vai alla pagina:,083013
https://form.agid.gov.it/view/3bfe6700-b5f4-11ee-8b62-d33a14313f6e,Dichiarazione di accessibilità,,083014
https://form.agid.gov.it/view/ac19ee50-edb8-11ee-9264-f7f26f5f6d7e,Obiettivi di accessibilità,,083014
https://form.agid.gov.it/view/a920d6c0-d547-11ee-ba32-45e4d540e43f,Dichiarazione di accessibilità,,083015
https://form.agid.gov.it/view/9f830420-1297-11ef-b409-7ff70ee8ad4d,Dichiarazione di accessibilità,,083016
https://form.agid.gov.it/view/e9b3bdf0-0ed1-11f0-b7dc-9b0c3f20fec8,Obiettivi di accessibilità,,083016
https://www.comune.cesaro.me.it/feedback-accessibilita/,Feedback accessibilità,,083017
https://form.agid.gov.it/view/9f61e9f0-c98d-11ee-b7e6-2312061a7876,Dichiarazione di accessibilità,,083017
https://condro.halleyegov.it/,Dichiarazione di accessibilità,,083018
https://form.agid.gov.it/view/c684dd00-e311-11ef-a518-f511f31bad01,Dichiarazione di accessibilità,,083019
https://www.comune.ficarra.me.it/feedback-accessibilita/,Feedback accessibilità,,083020
https://form.agid.gov.it/view/01032f10-c660-11ee-b7d7-cfd2c330d4cd,Dichiarazione di accessibilità,,083020
https://form.agid.gov.it/view/887e1f80-797b-11ef-83b9-4b023fc21f60,Dichiarazione di accessibilità,,083021
https://form.agid.gov.it/view/d695f9f0-2f10-11ef-ba75-6d5a22c419e8,Dichiarazione di accessibilità,Vai alla pagina:,083022
https://form.agid.gov.it/view/a4cd8190-b5df-11ee-b04e-01329d8afc2f,Dichiarazione di accessibilità,,083023
https://form.agid.gov.it/view/316f7fb0-f26a-11ee-bfaa-f9f925007ae5,Dichiarazione di accessibilità,Link alla pagina della Dichiarazione di accessibilità,083024
https://form.agid.gov.it/view/94eb5540-acba-11ef-83da-856cf1d039eb,Dichiarazione di accessibilità,,083025
https://form.agid.gov.it/view/d82849e0-0ed4-11f0-82ed-1db69c0f6349,Dichiarazione di accessibilità,Vai alla pagina:,083026
https://form.agid.gov.it/view/aa43f080-7599-11ef-8150-f1ebf8a6ea8e,Dichiarazione di accessibilità,,083027
https://form.agid.gov.it/view/31004bd0-e78e-11ef-b58b-ebd519a4203c,Dichiarazione di accessibilità,Link alla pagina della Dichiarazione di accessibilità,083028
https://www.comunegaggi.it/accessibilita.html,Accessibilità,,083029
https://form.agid.gov.it/view/18c1bee0-c4d6-11ee-b44d-2d4f5fe2a307,Dichiarazione di accessibilità,Dichiarazione di accessibilità,083030
https://form.agid.gov.it/view/413b6f70-8230-11ef-a177-fda1d550e2c1,Dichiarazione di accessibilità,Vai alla pagina:,083031
https://form.agid.gov.it/view/b2c4a0c0-b5db-11ee-b12d-b7d7eb68d7bb,Dichiarazione di accessibilità,,083032
https://form.agid.gov.it/view/186f8410-e860-11ee-b9b1-65ddf3a2d3c5,Obiettivi di accessibilità,,083032
https://form.agid.gov.it/view/08868220-c69e-11ef-a7c7-2d9379184f1a,Dichiarazione di accessibilità,,083034
https://form.agid.gov.it/view/6d6f8370-d0a5-11ee-9db9-39dad1aba5f3,"Dichiarazione di
                                                        accessibilità",Dichiarazione di accessibilità,083035
https://form.agid.gov.it/view/075e27a0-7a53-11ef-ad22-ebc735d0ad5a,Dichiarazione di accessibilità,,083036
https://form.agid.gov.it/view/1aff53a0-f362-11ef-b991-e1f65b643c1c,Dichiarazione di accessibilità,Link alla pagina della Dichiarazione di accessibilità,083037
https://form.agid.gov.it/view/a1eebb90-86d8-11ef-9a50-51b9f5884dbc,Dichiarazione di accessibilità,,083038
https://form.agid.gov.it/view/df247660-0e1b-11f0-a803-8556f08aea8e,Obiettivi di accessibilità,,083038
https://form.agid.gov.it/view/6f76b0e0-a1a5-11ef-aa37-13925dd62dd1,Dichiarazione di accessibilità,Dichiarazione di accessibilità,083039
https://form.agid.gov.it/view/6ed064b0-7b17-11ef-b313-d90b008658ee,Dichiarazione di accessibilità,,083040
https://form.agid.gov.it/view/19817b20-b154-11ef-80cc-8da2e4ff416e,Dichiarazione di accessibilità,,083041
https://form.agid.gov.it/view/758e15d0-7672-11ef-b3ef-3567e0246557,Dichiarazione di accessibilità,Dichiarazione di accessibilità,083042
https://form.agid.gov.it/view/f82c1a40-fb1c-11ee-b480-ab990e2db787,Dichiarazione di accessibilità,Dichiarazione di accessibilità,083043
https://form.agid.gov.it/view/52228760-c20e-11ef-9c79-93aafeaba772,Dichiarazione di accessibilità,,083044
https://form.agid.gov.it/view/63cb2b80-549e-11ef-b9e0-b12ab127df59,Dichiarazione di accessibilità,,083045
https://form.agid.gov.it/view/bf309700-f384-11ef-8725-25c4fea1e249,Dichiarazione di accessibilità,,083046
https://www.comune.meri.me.it/it/accessibility,Accessibilità,Accessibilità,083047
https://form.agid.gov.it/view/baab5ac0-7f09-11ef-be97-bf4955329dde,Dichiarazione di accessibilità,,083047
https://form.agid.gov.it/view/62415b80-ad64-11ef-9310-4717e8d7beac,Dichiarazione di accessibilità,Dichiarazione di accessibilità,083048
https://form.agid.gov.it/view/b6a09130-eceb-11ee-9b24-33b9a10bf38d/,Dichiarazione di Accessibilità,,083049
https://form.agid.gov.it/view/c8870f50-b5fa-11ee-854b-1ff29f8c3226,Dichiarazione di accessibilità,,083050
https://form.agid.gov.it/view/83164680-79a3-11ef-9efc-3d61ce5f2ead,Dichiarazione di accessibilità,Dichiarazione di accessibilità,083051
https://form.agid.gov.it/view/7960a4a0-3466-11ef-b313-b7a47c4c02a2,Dichiarazione di accessibilità,Link alla pagina della Dichiarazione di accessibilità,083052
https://form.agid.gov.it/view/56086340-bed0-11ef-9f43-81bd57926a27,Dichiarazione di accessibilità,,083053
https://form.agid.gov.it/view/f265b3a0-33c5-11ef-a1a4-0fce23c4dedf,Dichiarazione di accessibilità,Vai alla pagina:,083055
https://www.comune.montagnareale.me.it/feedback-accessibilita/,Feedback accessibilità,,083056
https://form.agid.gov.it/view/f8f9b420-86ed-11ef-b986-8f316d4f2827,Dichiarazione di accessibilità,,083056
https://form.agid.gov.it/view/7d239140-798c-11ef-82cb-d5201247cc13,Dichiarazione di accessibilità,Link a Dichiarazione di accessibilità,083057
https://form.agid.gov.it/view/ed12a6f0-5572-11ef-924d-7f31fd67752c,Dichiarazione di accessibilità,,083058
https://form.agid.gov.it/view/225eaee0-7980-11ef-a2c6-6173832e88a6,Dichiarazione di accessibilità,Dichiarazione di accessibilità,083060
https://form.agid.gov.it/view/c05e7260-7c14-11ef-b0f2-bb27affedd57,Dichiarazione di accessibilità,Link alla pagina della Dichiarazione di accessibilità,083061
https://servizionline.hspromilaprod.hypersicapp.net/cmsnovaradisicilia/listaservizi.aspx?U=1&S=500,"Amministrazione Trasparente
                
                
                    La trasparenza è accessibilità totale ai dati e ai documenti in possesso della pubblica amministrazione",Amministrazione Trasparente,083062
https://form.agid.gov.it/view/bb7a73b0-86e2-11ef-b684-797cc54129b9,Dichiarazione di accessibilità,,083062
https://form.agid.gov.it/view/8421ba80-f827-11ee-984e-5312ae6f27b5,Accessibilità,Accessibilità,083062
https://form.agid.gov.it/view/4f599910-1688-11ef-91a1-1b37e430060a,Dichiarazione di accessibilità,Dichiarazione di accessibilità,083063
https://form.agid.gov.it/view/d575e6b0-d321-11ef-9acb-07b53aa42c22,Dichiarazione di accessibilità,,083064
javascript:void(0);,"Apri barra degli strumenti
					
						Strumenti accessibilità",Strumenti accessibilità,083065
https://form.agid.gov.it/view/c3da61c0-8bc2-11ef-a817-abdf1655237b,Dichiarazione di accessibilità,,083065
https://form.agid.gov.it/view/d041a1b0-7f53-11ef-81cc-3929d18bf1b8,Dichiarazione di accessibilità,Link a Dichiarazione di accessibilità,083066
https://form.agid.gov.it/view/d257bfb0-0e1a-11f0-8034-8dbeb3539397,Obiettivi di accessibilità,Link a Obiettivi di accessibilità,083066
javascript:void(0);,"Open toolbar
					
						Accessibilità",Accessibilità,083067
https://form.agid.gov.it/view/b9e40930-7760-11ef-a403-170e453b39e3,Dichiarazione di Accessibilità,,083067
https://form.agid.gov.it/view/551c5d40-6f4a-11ef-9a11-0d6bbe28d743,Dichiarazione di accessibilità,,083068
https://form.agid.gov.it/view/1f6c93d0-7bf8-11ef-b4cd-395ae76d8cf8,Dichiarazione di accessibilità,Dichiarazione di accessibilità,083069
https://form.agid.gov.it/view/8e781fb0-e3a9-11ef-9386-1b32b54515f4,Dichiarazione di accessibilità,,083070
https://form.agid.gov.it/view/55ca3de0-0c4c-11ef-8e13-01dae87577d3,Dichiarazione di accessibilità,,083071
